delivery_id,delivery_address,delivery_city,delivery_state,delivery_zip,delivery_date,delivery_time_slot,delivery_fee,delivery_status,special_instructions,recipient_name,recipient_phone
d65bb2d3-6a08-4563-a8ba-0bfd247ebbca,24308 Angela Court Suite 227,New Dale,LA,96608,2023-09-15,12:00-15:00,1136,delivered,Both remember beat help use half same.,Jordan Lopez,224.501.6268
962f4950-5b52-4277-b537-27e7c27f7e88,117 Andrea Pass,North Donaldborough,IA,64629,2023-09-17,12:00-15:00,1253,delivered,,Omar Luna,796.642.9843x2266
5f3f72be-27ea-4751-bbc1-404c5b2eb3ae,12006 Jamie Groves,Huangton,TX,25338,2023-09-17,15:00-18:00,683,pending,,Laura Nguyen,403.362.0642x47600
c69995c2-dbc1-453d-a9f8-f62c00523404,7989 Woods Villages Apt. 050,East Jeremyfurt,MD,59696,2023-09-15,9:00-12:00,542,delivered,,Audrey Summers,(331)573-5522x603
42c1404c-c3e7-4ac2-aa69-ba8768c784c0,5387 Tara Falls Suite 599,Bowersburgh,MH,46175,2023-09-17,12:00-15:00,726,delivered,,David Chavez,932-960-5319
0fdbb1ef-8d33-4f13-9519-46b41b13d124,26969 Joseph Keys Apt. 028,Johnsstad,NV,61496,2023-09-17,18:00-21:00,932,in_transit,,Crystal Guerra,758.369.9703x0629
15cf9ca7-d9d7-47b9-bf7c-c0887df4c576,1896 Susan Plains,East Todd,NJ,73143,2023-09-15,12:00-15:00,563,delivered,,Wendy Walker,897.287.7479
661a347c-22d0-4363-9ebe-954f0121cb14,8067 Marco Pass Apt. 911,New Curtisville,SC,75394,2023-09-18,12:00-15:00,1367,delivered,Pull through race himself Democrat.,Laura Walker,+1-538-233-4111x215
b6961ff9-f253-4112-89a6-5adef25ffff6,549 Brian Burgs Apt. 189,West Scott,AR,35444,2023-09-18,12:00-15:00,1117,pending,,Richard Hill,545-539-0570
f78d79c7-0b17-4ed7-94ee-691335e32f88,2503 Michelle Flat Apt. 537,Christopherberg,AZ,80604,2023-09-19,9:00-12:00,1184,delivered,,Lisa Diaz,757.275.3195
1e03c0dc-c1f3-49fa-95b0-05edf2d62b61,576 Rodriguez Station Apt. 268,North Theresafort,AS,98926,2023-09-17,9:00-12:00,1346,delivered,Enough story everyone not run side.,Alexander Davis,4913518586
2977ff0f-fe5c-4317-9cac-7ddff2e1ff26,4731 Amber Bypass,New Jennifermouth,MT,37860,2023-09-19,15:00-18:00,849,delivered,,John Sanders,656-390-6562
20ea4c7f-3dd0-4d4c-896d-e1982335a2cb,423 Yang Vista,Charlesville,FL,34398,2023-09-18,18:00-21:00,598,delivered,,Austin Hudson,781.808.0834
f2d885b0-3cf1-4baa-a425-c3fa6f7642e0,23410 Nancy Trafficway Apt. 030,South Patrick,CA,47607,2023-09-20,12:00-15:00,1434,pending,Agreement heavy common civil.,Samantha Baker,5914012850
5d38cb32-c0a1-47d6-b36b-d50a2956a400,94375 Kim Union Apt. 160,New Jennifer,IL,29062,2023-09-20,18:00-21:00,1150,delivered,,Dustin Henry,536.688.9888x108
693d41b3-e332-4bce-9848-7abf93d87a36,501 Casey Streets Apt. 641,Josephchester,GA,06807,2023-09-19,12:00-15:00,519,in_transit,,Corey Everett,5149199928
703f8250-48e2-4d6f-b050-6397143a57f6,241 Faulkner Unions Suite 738,South Joannaburgh,FL,56194,2023-09-18,12:00-15:00,766,delivered,,Joshua Smith,+1-420-718-9916x203
c735fd3a-ba5d-426b-91cd-d784377d53cd,413 Michelle Walks Suite 653,Port Brianchester,SD,56467,2023-09-20,9:00-12:00,909,delivered,,Clarence Robinson,231-603-2002x099
02e52109-65a1-461b-8efa-42eb673a0bbe,500 Williams Streets,Chavezland,MT,53959,2023-09-19,18:00-21:00,944,delivered,,Melissa Best,(911)669-3263x202
f4118ee1-ab0f-4afe-9138-1fce33fa5359,1964 Teresa Tunnel Suite 587,New Timothy,IN,42007,2023-09-21,18:00-21:00,1358,delivered,,Megan Mullins,(968)428-1515
9b0b40ab-b691-4159-929a-6c9817f62c05,88588 Goodman Crossroad,North Mariomouth,WI,78066,2023-09-19,15:00-18:00,739,in_transit,,Anne Wise,848-747-5960
1ebd3585-bdfb-4cb9-8aa7-6dedbfd4eb97,0481 Katrina Rue,East Travisborough,VI,15058,2023-09-21,15:00-18:00,796,delivered,,Jamie Mccormick,(837)239-8497x022
4e8e097c-528c-40b7-9a93-aa636de0b173,715 Barnett Turnpike,Knightland,SC,77047,2023-09-19,18:00-21:00,923,delivered,,Corey Hill,502.755.9727x4348
140a4d01-fcee-407a-ba60-3fe6581baf08,236 Brittany Prairie Suite 202,Morsetown,NY,82681,2023-09-21,9:00-12:00,719,delivered,,Alyssa Smith,531-346-5790
092fe55d-ccc4-4df7-96e3-d36e4d1179ca,830 Vanessa Park,Davisshire,MO,68959,2023-09-22,12:00-15:00,720,pending,Compare company future require whatever see follow.,Frank Reeves,655-955-6990x664
c12350c9-e52c-4db6-b020-34a61b86d1fb,901 Wong Trafficway Suite 991,Carlosmouth,MT,29289,2023-09-22,12:00-15:00,1081,delivered,,Leah May,(455)894-3495x3428
20310db5-ed4c-4449-9b5f-9f116e29863c,1039 Willie Shoals Apt. 675,South Jared,CA,05104,2023-09-20,15:00-18:00,1274,delivered,Reduce health particularly tough.,Gloria Chambers,(927)554-2843x80212
51cf71e6-1ba8-4102-af38-8d0ec0aeaecc,725 Bailey Centers Suite 845,Frankview,CT,15247,2023-09-22,12:00-15:00,582,delivered,,Michelle Torres,001-805-228-9649x2172
072bb851-cf64-4d2d-a683-02e0f9264b68,203 Navarro Glens Suite 811,Rodriguezhaven,AL,27493,2023-09-21,15:00-18:00,1247,delivered,,Traci Jefferson,(329)905-7093
dd48bc4a-0e2c-46be-afc9-10a12fccc4ce,3569 Miller Burg,East Dianamouth,DE,65398,2023-09-22,12:00-15:00,988,pending,Vote better this federal however grow find.,James Gibbs,+1-205-706-1209x18823
18f620ca-b5e9-4a7e-a780-6be19c2e5e8f,1696 Pittman Ville,Noblehaven,MO,94439,2023-09-22,12:00-15:00,1445,pending,,Kyle Marsh,973.810.9090x139
b4711931-10ca-4acb-a462-cc155188eb20,405 Nancy Crossroad Suite 553,Smithfort,AS,87218,2023-09-21,9:00-12:00,1052,pending,,Jennifer Parker,001-664-387-8329x9355
c73f47a4-4745-46f2-9ac0-912f079d240d,81930 Livingston Locks,Onealberg,NC,42465,2023-09-22,15:00-18:00,524,delivered,,Jessica Adams,402.529.2833
1d268a66-cbf4-4655-9902-2eb77cebb9d7,15420 Nelson Hollow Apt. 102,East Jeffrey,MP,74794,2023-09-21,9:00-12:00,1422,delivered,,Kenneth Lambert,001-365-732-6760x75894
8eeef905-5dee-43e5-bea5-942e91a66a05,7726 Taylor Plains Suite 518,Christinaview,UT,60656,2023-09-21,12:00-15:00,814,in_transit,,Timothy Green,560.783.6249x927
914091e9-0a3c-4d13-9d3f-3eacf7e48f42,0745 Kimberly Center Suite 054,East Patricia,PA,02164,2023-09-22,12:00-15:00,1090,delivered,,Daniel Berger,933.530.7247
f5689178-e235-48e3-86a5-02324270cfbb,4628 Anthony Station Apt. 034,Millerville,MS,94894,2023-09-23,15:00-18:00,1217,pending,Model area news.,Adam Thompson,+1-614-882-7632x91736
a851e8e2-a766-459b-8d77-ec60bf4356b8,731 Park Fields,Haaschester,ND,14659,2023-09-24,9:00-12:00,632,in_transit,,Ashley Hernandez,+1-343-739-1906x37948
138fbdf1-3a5c-4251-b624-1660ff6e6cb9,850 Davis Points,Danielmouth,ID,65089,2023-09-24,18:00-21:00,1047,delivered,,Jeffrey Dean,594.616.8458x1520
97dc8865-d1ea-4abb-bcba-8a24ec595efa,775 Aaron Meadows Suite 146,Port Erica,GU,66219,2023-09-24,15:00-18:00,1085,delivered,,Jessica Gordon,(784)427-9412x3087
5e007e58-bf17-4e49-8677-eccf0d9d7dcc,224 Michael Mountain Suite 467,Leeburgh,ID,45877,2023-09-25,15:00-18:00,1026,delivered,,Sean Coleman,(557)538-1399x6936
b806ccca-9858-4d31-b9de-82d24242ccc7,28553 Jacob Squares,Deniseborough,PW,83742,2023-09-26,18:00-21:00,1225,pending,,Ernest Jones,(750)664-3870x3221
f75f0e96-d923-4659-b2c3-16b7574132be,40161 Howard Mountains Suite 786,Dixonland,WV,36249,2023-09-26,12:00-15:00,930,delivered,,Nicole Moody,935-991-8453x02563
c6801c77-dca9-4991-a67f-76c86070af87,4035 Brian Unions Apt. 346,Jacobberg,MT,54115,2023-09-27,12:00-15:00,1123,delivered,,Jared Wheeler,001-580-835-1559x06707
b7c6edfe-1803-409e-931a-97a27c563c5b,91004 Melanie Mountain,Erinchester,MO,21326,2023-09-26,9:00-12:00,1251,pending,,Maria Thompson,794.222.8453
ae0481b4-093d-4b77-b192-cf93304d41dd,812 Tina Greens,Lauratown,FL,59302,2023-09-28,9:00-12:00,1069,delivered,,Pam Sanchez,316.289.2889x045
8930e303-843f-4333-841b-9756fded9606,333 Emily Isle Apt. 162,North Williamhaven,MD,71505,2023-09-29,15:00-18:00,1479,delivered,,Robert Carey,383.705.7228
c2169888-0451-44ae-bba8-4eaae9661276,29164 Ashley Wells,Lake Mariah,WY,89864,2023-09-28,12:00-15:00,782,in_transit,,Taylor Andrews,+1-723-720-0523x484
7a36c0dd-dc1a-4517-8420-2d82dff0cc86,972 Harris Passage,North Benjaminborough,MD,80076,2023-09-27,9:00-12:00,1021,pending,,Kelly Moody,809.229.4251
4929e935-0822-4241-83db-bb3d928b2d30,363 Mcintyre Port,New Deanchester,PW,44703,2023-09-28,15:00-18:00,572,pending,,Cory Copeland,001-793-583-4315x55916
e14fb0c3-81e4-495a-a533-9ed21fd7b625,0703 Timothy Prairie Suite 521,Craigfort,VI,55941,2023-09-29,9:00-12:00,1379,delivered,,Brian Scott,4972175795
8b6ed3da-44a5-40e1-a973-63d7406d4a09,114 Paige Cove Suite 326,Ferrellview,GA,50074,2023-09-29,15:00-18:00,1195,delivered,Recent fight security author.,Cassidy Nelson,7704342500
7cb6e13a-b59e-4ec7-9eb1-67e104f1984a,293 Strickland Land Suite 703,Stewartview,TN,43846,2023-09-30,18:00-21:00,955,delivered,,Alexandra Crawford,+1-841-576-4126
15203d39-6a35-4090-bb5d-f7ebf2b0ec11,7733 Christine Heights,Ashleyborough,FM,11659,2023-09-29,15:00-18:00,1357,delivered,Town suffer stop answer every he claim.,Austin Wang,(390)233-6126
b5973506-7759-422d-ad0c-874549f4cec7,121 James Center,East Dennis,OK,23211,2023-09-30,9:00-12:00,617,pending,,Andrea Webb,+1-920-217-5771x5437
d86edc7f-07ab-420f-bbd9-8d6ace74aec0,7772 Burns Prairie Apt. 893,Sheltonburgh,WY,52757,2023-10-01,12:00-15:00,942,pending,,Alan Smith,413.873.3054x4256
afab9d6e-72e2-4e08-9bcf-6e26ddff8f71,49797 Tracy Skyway Suite 804,South Wendyview,SD,05640,2023-10-01,18:00-21:00,1486,delivered,And feel blood often look word none.,Christopher Cruz,451-499-4654
28c5da75-36d2-4032-a7c9-dc1da0fb4ca8,0414 Barrett Fords,Thomasmouth,AZ,57344,2023-10-01,15:00-18:00,596,delivered,,Patrick Mann,670-759-5690
959c7391-c88d-4653-a765-0f1bea0f6fcf,98291 Yolanda Rapids,North Nicolechester,MH,80022,2023-09-29,15:00-18:00,1462,delivered,,William Bryant,001-287-863-1218x75262
d7d2c3be-6613-4f89-be6b-c239b428c0f2,215 Lauren Flat,Lake Toddshire,NV,80710,2023-09-30,12:00-15:00,858,delivered,,James Rojas,6279943120
eb54e9e6-158e-4c82-916a-ac67e3c8ca1b,904 Brittany Prairie,New Jennifer,WA,83280,2023-09-30,18:00-21:00,1439,delivered,,Evan Shaw,6818599355
cc4503e6-2ce4-471a-8d31-0e499bd2cbf5,43729 Jeffrey Trail Apt. 045,Lake Eduardofurt,WY,91632,2023-10-02,9:00-12:00,1046,delivered,,Cody Reynolds,001-884-679-8495
18342bba-08d7-47f6-9921-d010c44b5dd8,79379 Judy Hollow,South Sarah,PR,33799,2023-10-02,12:00-15:00,1197,pending,,Lauren Hodges,001-987-434-2601
ba72b907-91db-422d-a6e9-9f06eee8d8e1,3229 Erik Course,Port Kevinberg,WA,09709,2023-10-03,15:00-18:00,1453,delivered,,Steven Lewis,(871)422-3551
2f04ad2f-d3e1-4e2a-8125-747de7b0e3a6,06974 Carolyn Stravenue,Sarahstad,LA,31537,2023-10-03,15:00-18:00,892,in_transit,,Terri Taylor,3735228483
6f814395-cdd8-414e-9992-b5b6dc05e50b,263 Nelson Flat Suite 430,South Stacy,VA,01462,2023-10-02,15:00-18:00,552,delivered,Development now than by.,Jeffrey Carpenter,(917)966-6578x20161
ae9f00f8-fd9f-4b4b-b448-f53fbcc7c290,2737 Conley Island,North Samuelfurt,AZ,01415,2023-10-03,12:00-15:00,756,delivered,Family minute hair knowledge star instead customer.,Gregory Johnson,+1-948-638-5957
a572b471-0cc9-4bf9-be83-114f1593e15c,70892 Christopher Loop Suite 843,South Benjamin,NC,91977,2023-10-05,9:00-12:00,1393,delivered,,Aaron Murray,807.504.0526
ac99930f-3e84-41d4-9962-9a74605280d8,92178 Owen Road Apt. 576,Nolanhaven,SD,65440,2023-10-03,12:00-15:00,989,delivered,,Ashley Stokes,921.364.3091x71274
53ccad70-707b-4e5c-a7f4-8d47677f2ccd,00089 Thomas Inlet Suite 389,Anthonyhaven,ID,26766,2023-10-05,12:00-15:00,1479,delivered,,Cindy Bailey,+1-673-670-7084x4236
d6a0d516-71b7-480a-a3c1-a41c17360f66,4631 Tanya Forges,East Charles,CO,34626,2023-10-05,9:00-12:00,798,delivered,,Noah Hayes,201.972.7237
afa041af-af10-43de-a02f-8216dd2b4e53,763 Graham Cove,South Tracistad,GU,57666,2023-10-03,18:00-21:00,602,in_transit,Account start possible.,Charles Nielsen,982.783.9955x1253
dded3fb9-7be7-437c-9a74-3261adc52060,12347 Robert Stream,East Rebecca,PA,04012,2023-10-05,12:00-15:00,1154,delivered,,Colleen Duncan MD,001-274-452-9314x85538
fa1430b6-06cd-4c85-84fd-acbb9117015c,284 Hector Park Apt. 225,Camposville,PW,84782,2023-10-04,12:00-15:00,1310,delivered,Best for property star theory base.,Robert Wolfe,975-307-3511x393
93e43595-2f6f-44b4-bb21-ba9145c743e9,574 Gray Hollow,New Paul,TN,14015,2023-10-04,18:00-21:00,687,pending,Wonder he official strategy.,Carolyn Rivera,(813)790-3696x5137
4f4f0260-24ee-4d8b-9b86-9471cf37689f,77521 Maldonado Mission,Dennisview,VA,54998,2023-10-06,15:00-18:00,517,delivered,,Corey Orr,322.665.2040
b4728bb9-c458-4dc2-aea9-e0f4185cd1e8,915 Copeland Summit Apt. 787,Turnerberg,CT,03105,2023-10-05,18:00-21:00,782,delivered,Camera medical executive.,Charles Pacheco,+1-238-999-0941
33d5f5ab-1bb5-48e9-9ee3-3d0c58d534c4,92603 Howard Trafficway,Loriside,PW,75873,2023-10-06,9:00-12:00,1025,delivered,,Courtney Boyle,8298299919
6472613f-5dfb-4f16-ad0c-d386e716987a,0117 Rogers Ports Suite 873,Reynoldsmouth,IN,32350,2023-10-05,15:00-18:00,1207,pending,,Michelle Vaughn,+1-831-441-3077x19182
17ffe590-2f92-4a81-b16c-1e87d592affc,804 Pham Point Apt. 164,Vanessachester,DE,18956,2023-10-05,15:00-18:00,803,delivered,,Beverly Hanna,(309)899-6496
f7b91543-d395-4ddc-8614-5a183e328a42,6318 Smith Drive Suite 300,Vickieburgh,OK,46780,2023-10-06,15:00-18:00,942,delivered,Involve speak individual country provide.,Jimmy Hill,001-250-293-3231
cfead8f8-4b8d-4f4a-aff5-2332b2734b4e,38837 Margaret Ranch Suite 717,Mirandachester,MA,95099,2023-10-06,9:00-12:00,1197,delivered,National government others.,Christopher Evans,001-806-821-2836
b3504adb-aa74-4d46-85df-0f0fe777dc89,685 Meza Passage Apt. 007,Caitlinmouth,WA,36777,2023-10-08,15:00-18:00,608,delivered,,Kathleen Osborne,(208)889-9850x8625
adfd916b-176b-4e1f-a07b-bf79522ed717,0312 Nicholas Neck Apt. 420,Palmerview,NE,50067,2023-10-09,18:00-21:00,885,delivered,Door material at religious.,Stephanie Carpenter,001-902-926-1402x756
52c30d90-5ab9-4e6e-9af9-7cb73d84b581,2786 Hess Summit,Oneillfort,MD,78896,2023-10-07,12:00-15:00,1365,delivered,,Christopher Collier,(231)709-0986x33936
c154abd5-0877-4aa8-a0ec-406ca4a5ba88,23884 Henry Springs,Stouttown,MN,52106,2023-10-08,15:00-18:00,911,pending,Skill near bag rather sometimes between above.,Sara Williams,271.695.9827x7152
ff5b897b-4e34-4874-8a8a-72dfe9dadba8,5824 Smith Springs Apt. 341,Johnsonville,GA,92899,2023-10-09,15:00-18:00,923,delivered,,Kyle Patel,230-441-5010x2651
8536a114-81d4-43a3-842b-8b6504108d5c,5907 Shannon Crossing Apt. 156,Alejandrahaven,AR,25629,2023-10-10,9:00-12:00,1267,pending,,James Wilson,9206944324
44151193-b516-48e3-bf79-42b6b1dcab79,86028 Jenny Via,South Michelletown,AL,86515,2023-10-09,9:00-12:00,602,delivered,Office difference full shake administration suggest.,John Johnson,8064485312
a6f93a1b-0629-47eb-9c08-256ef39e187c,39192 Bell Via Apt. 150,New Jeffrey,NY,90649,2023-10-09,9:00-12:00,1206,delivered,Worry find technology central lead ability whatever.,Alison Patton,3903206981
f636d44e-9baf-4cee-9940-8ce73fee3422,992 James Shore,Port Miguelland,CT,12151,2023-10-10,12:00-15:00,1432,pending,,Kerry Carr,881.463.2758
8dc75c72-4c8f-4726-bab8-605d29df356d,5474 Valdez Brooks Suite 494,East Kevinton,SD,14507,2023-10-10,15:00-18:00,608,pending,,Patrick Miller,001-273-329-8878
bda6f484-4352-4d44-ab70-5e51dd59036e,993 Abigail Crossing Suite 241,Clarkburgh,RI,68990,2023-10-12,9:00-12:00,1480,delivered,,Erin Mcintosh,001-717-752-8872x0313
f5bd434b-9710-4f1b-a596-ad2f11e2b182,756 Keith Extensions,Johnbury,PW,94474,2023-10-10,15:00-18:00,1289,delivered,,Kayla Foster,820.819.2870
8f18a6c0-ab90-4982-bc02-a988f422adec,50171 Sharon Squares Apt. 434,Carsonshire,AR,71726,2023-10-12,18:00-21:00,607,delivered,New although office research.,Lisa Rowe,825.608.2907x6533
c5700ec6-43d9-43fd-9f0d-eff867b21c24,670 Hall Manors Apt. 176,Sarahland,ND,38809,2023-10-11,12:00-15:00,921,delivered,,Douglas Chambers,001-408-823-8199x547
fd78a92d-367b-407b-ac9f-ce2a0c90e949,3889 Kevin Road Suite 587,Katherineview,DC,91979,2023-10-13,12:00-15:00,533,delivered,,Richard Jones,342-442-1334x7636
78c90b69-119c-4924-bfa8-3ea5c0b6f9d8,8221 Matthew Ville,Holmesside,GA,95600,2023-10-11,12:00-15:00,936,delivered,,Christina Ortega,+1-788-582-9877
70cad96e-41c8-4426-9c7a-63b8c0f09564,9015 Collins Corner Apt. 791,Josephton,MP,66485,2023-10-14,9:00-12:00,1223,delivered,,Elizabeth Williams,251-376-5407x5799
7f5096e5-0e5c-45b1-ab1a-3c4fd7902764,30387 Payne Trace Suite 803,South Joseph,FL,52313,2023-10-12,18:00-21:00,996,delivered,If through run building wish.,Julie Beck,603.846.9387x40580
5b8570db-9651-46aa-a7a6-15983d895d46,902 Beverly Lakes,New Joseph,IN,20657,2023-10-12,12:00-15:00,846,delivered,,Caroline Griffin,828-540-5104x6560
761728de-c5c3-43f5-af76-7fd30f4b4c1e,749 Wagner Roads Suite 729,Kristinhaven,VT,68703,2023-10-13,18:00-21:00,1056,pending,,Danielle Martinez,001-411-616-9179
