flower_order_id,customer_name,customer_email,customer_phone,arrangement_id,quantity,total_amount,delivery_id,occasion,promo_code,discount_amount,order_date,order_status
bd73966a-c216-4a76-b917-d8d9d8535bef,Joanne Herring,andrewsmorgan@example.com,001-818-528-1827,97e6731d-2b41-4482-9210-66789990fe75,1,3189,50c47f4a-1e1d-4511-8b64-a91d4b77b0d3,"","",0,2023-09-06T12:44:00,delivered
d719b7e4-5154-4f56-9df6-a82d7a83c0d2,Shannon Harris,choiandrew@example.org,698.404.5700x77721,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5108,9580a4d3-4833-49fb-8b60-403a10228e9c,Mother's Day,BIRTHDAY5,450,2023-09-06T14:48:00,delivered
90821e39-f170-4192-b8c6-8d86b045ba71,John Thompson,wongmelissa@example.org,8482212229,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4057,429c74e5-8c1a-432a-b09f-dc683921ab82,Just Because,FIRSTORDER,350,2023-09-07T10:29:00,delivered
29bd3eee-c716-456b-bfa9-8390788a54cd,Cynthia Floyd,herreradavid@example.net,001-436-902-5327x58162,17d6fec4-ff45-4679-a504-b2db016a9c41,2,14324,c290cce0-1e8f-4cb1-808e-f4596ce492e4,Birthday,"",0,2023-09-07T18:04:00,delivered
8eca7c93-2e07-425e-864a-d91b9561be2f,Sonia Long,knorman@example.org,(544)705-8089x5238,97e6731d-2b41-4482-9210-66789990fe75,1,3729,b12a5190-4044-46ed-907c-be3dd9f52590,"","",0,2023-09-07T18:29:00,confirmed
925460b0-52e6-462b-b7b3-97d692495e23,Kenneth Patel,tyler86@example.net,9395824292,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,4904,9f67cd25-5e36-4f45-8023-8e1a3797340e,Graduation,SPRING20,450,2023-09-08T08:14:00,delivered
9481b227-a494-47fd-89b7-ce59a00ec450,Amanda Obrien,jonsmith@example.net,3007420263,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4215,85a35479-a25f-4654-8581-8513573d4cf0,"","",0,2023-09-08T12:27:00,delivered
03218184-259f-4664-b7aa-9c5be5611112,Crystal Johnson,awalker@example.org,915-839-0162,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7648,3162c651-6261-4456-948f-957407a3ecaa,"","",0,2023-09-08T17:10:00,confirmed
ac1ae6fc-1461-4a83-a969-be59916ab425,Janet Bean,roberto93@example.net,001-548-434-0066x368,97e6731d-2b41-4482-9210-66789990fe75,1,3411,8ea58365-1fcc-456d-9fd5-17cdd3c6444e,Mother's Day,"",0,2023-09-09T11:10:00,delivered
c2835121-7c1a-4c2c-a4ee-edfde1ece6df,Laura Mckee,stephengarcia@example.org,310.565.4214x98309,054cd425-f040-48a5-80e7-fb14f0f7b2b7,2,8317,df3a2967-991c-4cfe-86fe-e918ff0abcba,"","",0,2023-09-09T11:16:00,preparing
69753743-b746-4286-912b-64093428b811,Brian Watkins,denise69@example.com,218.759.3497,17d6fec4-ff45-4679-a504-b2db016a9c41,3,20251,bb91f496-966b-4573-b109-3e3a2facfb08,Mother's Day,"",0,2023-09-09T15:37:00,confirmed
e9865fc4-4ea9-4924-ac9c-97ea7f15edc5,Brandon Fields,nunezsamantha@example.net,360.406.4965,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7366,8ef75982-be11-4ece-be88-45b39fe32939,Mother's Day,"",0,2023-09-09T16:17:00,confirmed
f50ead49-5c69-4dac-a19e-234ac07d0398,Kyle Reyes,ibuchanan@example.org,725.265.8603,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5538,7b3ba1b2-d33b-46d1-8e8b-6d4fffb0b077,"","",0,2023-09-09T19:10:00,confirmed
32d1100c-4008-49ba-a468-e684a1022cd4,Richard Reed,brittany61@example.net,428.593.2981x2429,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7825,902f476f-1b49-4f37-9d3c-7319a9da2a4d,Just Because,"",0,2023-09-09T19:54:00,preparing
50236166-ef84-46f6-9048-3eeb4420d6c5,Carolyn Lin,kenneth74@example.com,663.984.8293,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4652,2fb51b47-2eb6-4e27-ab98-b468e3305178,Anniversary,"",0,2023-09-10T13:49:00,confirmed
de8d1d82-fe11-4c70-ae50-cd8258cd8587,Matthew Mcdonald,bhoover@example.com,(354)769-3345,97e6731d-2b41-4482-9210-66789990fe75,1,3005,2595e285-66dd-4c08-995b-428ac2d2af6d,"","",0,2023-09-10T16:36:00,confirmed
b57e1a10-f34f-47e9-8dae-81716b5e68b6,Jennifer Tapia,elizabethhall@example.org,+1-566-527-3777x75304,97e6731d-2b41-4482-9210-66789990fe75,1,3093,7c01356a-6fb5-412c-a314-98a296a1babe,Congratulations,"",0,2023-09-11T08:27:00,delivered
54402299-8b93-462c-ac6f-2ace7a2dabd3,Matthew Henry,billsmith@example.com,+1-675-268-1033,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5209,c5d54182-2c48-4493-b90b-6d1c59f26f37,"","",0,2023-09-11T10:09:00,delivered
0e958cfa-383a-4ff8-9398-f84ca07b5c9a,Sandra Wright,kochbrandy@example.org,353.727.5361,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5478,f761eeda-42ca-4b09-aa37-de232d1589fa,Thank You,"",0,2023-09-12T08:29:00,preparing
f41dc08a-b425-436e-9260-226975098830,Jeffrey Richardson,rgrimes@example.com,001-201-915-5703x950,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7134,d684d3e3-c950-41ff-99d5-9f048f819b62,Congratulations,"",0,2023-09-12T17:34:00,delivered
c95e9c5f-dba2-4e9d-b6de-d06ad6d6e768,Terri Pace,andrewaters@example.com,439.611.8238,40446816-e765-41e8-a72d-fc54a9e5ffc5,3,14378,abb66fe6-33b3-4daf-bda2-317cac8955f7,Mother's Day,"",0,2023-09-13T11:42:00,confirmed
73c43d2a-65b3-422f-a3bb-615a6c8b9615,Joshua Reid,robertraymond@example.org,978.611.7572,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5035,5d49ac80-2757-4ec4-beef-c18158706b23,"",NEWCUSTOMER,450,2023-09-13T13:34:00,confirmed
9b04804f-4456-4df8-b090-f76e1e99beec,Jennifer Chapman,ryangary@example.net,001-229-900-8432x895,97e6731d-2b41-4482-9210-66789990fe75,1,3176,c453c4da-c409-4667-9d77-0df483205abe,"","",0,2023-09-13T13:45:00,delivered
c9151ec0-0eba-4bee-9c8e-a0857318f3e0,Pamela Brown,suzannegarcia@example.com,662-368-4967,38ceb375-da87-49af-8ffb-aa6cbc1187fc,1,8063,15cf9ca7-d9d7-47b9-bf7c-c0887df4c576,Anniversary,"",0,2023-09-14T08:45:00,delivered
8a60d3cc-d882-4eae-a706-1b58ff764e1f,Randy Burnett,crodgers@example.com,847-241-7651x5655,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5226,42c1404c-c3e7-4ac2-aa69-ba8768c784c0,"","",0,2023-09-14T09:40:00,delivered
1604101b-4342-43e3-ac3a-f43cc77d3ac6,Christopher Beasley,scotttony@example.com,453.202.0237,97e6731d-2b41-4482-9210-66789990fe75,1,3432,0fdbb1ef-8d33-4f13-9519-46b41b13d124,Thank You,"",0,2023-09-14T11:39:00,delivered
84b60939-0f8e-4f18-8a9a-35f4d2a716b9,Kayla Torres,chad30@example.com,922-685-4781,97e6731d-2b41-4482-9210-66789990fe75,1,3636,d65bb2d3-6a08-4563-a8ba-0bfd247ebbca,"","",0,2023-09-14T14:27:00,confirmed
3fd9aa5f-77b3-43c8-920c-3b25d106ea8c,Rebecca Singh,xchapman@example.net,373.239.2763,97e6731d-2b41-4482-9210-66789990fe75,1,3042,c69995c2-dbc1-453d-a9f8-f62c00523404,Sympathy,"",0,2023-09-14T14:32:00,preparing
f48e15ef-2a2d-4368-ab04-5f1c500c2ed4,Dawn Carter,gabrieldunlap@example.com,(972)508-7426,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7183,5f3f72be-27ea-4751-bbc1-404c5b2eb3ae,Anniversary,"",0,2023-09-14T18:42:00,confirmed
f3b155c3-e8e4-436d-b64d-50d8227c9e40,Bob Perry,pughrobert@example.org,317-658-4520x2265,054cd425-f040-48a5-80e7-fb14f0f7b2b7,2,7553,962f4950-5b52-4277-b537-27e7c27f7e88,Just Because,FIRSTORDER,700,2023-09-14T20:29:00,delivered
fc9f5959-4e4d-44e7-8983-0b39abcf5fb6,Damon Smith,varellano@example.com,764.243.4737,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4867,661a347c-22d0-4363-9ebe-954f0121cb14,"","",0,2023-09-15T09:35:00,preparing
dd985629-da1c-4aae-95e8-ab106250525b,Mr. Ronald Cochran,mackenzie61@example.net,669-339-5859,38ceb375-da87-49af-8ffb-aa6cbc1187fc,2,16184,f78d79c7-0b17-4ed7-94ee-691335e32f88,"","",0,2023-09-16T08:28:00,delivered
aac7f51a-5468-47d1-94da-7b05591e3575,Dakota Palmer,wanda55@example.com,877-807-4920x9133,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4846,1e03c0dc-c1f3-49fa-95b0-05edf2d62b61,"","",0,2023-09-16T11:29:00,preparing
c9246178-18f0-4a88-b65e-60158677264f,Brett Brown,gwebb@example.org,298-215-8158x406,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5617,b6961ff9-f253-4112-89a6-5adef25ffff6,Anniversary,"",0,2023-09-16T11:43:00,preparing
0e3e730a-6818-47a0-a803-d3108677f105,James Greene,penaricardo@example.com,9575476984,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7650,5d38cb32-c0a1-47d6-b36b-d50a2956a400,Congratulations,"",0,2023-09-17T08:53:00,delivered
91dcfbd9-544d-4953-830c-7784bf98a29e,Kathryn Anderson,omontgomery@example.net,(811)701-7294,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7019,693d41b3-e332-4bce-9848-7abf93d87a36,Birthday,"",0,2023-09-17T09:19:00,delivered
9707c718-355c-4d11-96d6-8f19c8674cb0,Erika Ross MD,ingrammichael@example.com,743.749.6337x106,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5266,703f8250-48e2-4d6f-b050-6397143a57f6,"","",0,2023-09-17T10:33:00,delivered
cbed60e7-e1e6-45d1-91ca-931920ce3def,Michael Stone,afrank@example.com,5694961626,97e6731d-2b41-4482-9210-66789990fe75,3,8349,2977ff0f-fe5c-4317-9cac-7ddff2e1ff26,"","",0,2023-09-17T12:57:00,delivered
c0ccb32d-514d-4dd0-9cbd-d246ac9bfdee,Terry Lawson,jomaldonado@example.com,+1-959-307-7616x54264,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7284,f2d885b0-3cf1-4baa-a425-c3fa6f7642e0,Thank You,NEWCUSTOMER,650,2023-09-17T15:09:00,delivered
54057348-ebb4-4bf6-8184-05f3a76475af,Paul Tucker,woodsmichael@example.net,974.603.7680x931,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4098,20ea4c7f-3dd0-4d4c-896d-e1982335a2cb,Sympathy,"",0,2023-09-17T17:00:00,delivered
1d52927b-dfcb-41f6-9d2f-976f5b262069,Linda Gutierrez,schmidtandrew@example.com,(320)539-3957,97e6731d-2b41-4482-9210-66789990fe75,1,3423,4e8e097c-528c-40b7-9a93-aa636de0b173,Valentine's Day,"",0,2023-09-18T11:12:00,delivered
ce826fa9-4418-4805-b3f5-19ff16515468,Laura Vaughan,ldiaz@example.org,926-392-5719,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7858,f4118ee1-ab0f-4afe-9138-1fce33fa5359,"","",0,2023-09-18T11:57:00,confirmed
841518f1-b4be-4e6c-8b3d-0194e2aec700,Jessica Campbell,josehunter@example.com,736.673.5155x16464,40446816-e765-41e8-a72d-fc54a9e5ffc5,2,8819,140a4d01-fcee-407a-ba60-3fe6581baf08,Mother's Day,NEWCUSTOMER,900,2023-09-18T14:52:00,delivered
577be591-dbb9-419c-ac22-7e6ae247a480,Mr. Tyler Ramirez Jr.,rebecca73@example.org,001-254-266-9978x9034,17d6fec4-ff45-4679-a504-b2db016a9c41,2,12645,02e52109-65a1-461b-8efa-42eb673a0bbe,"",BIRTHDAY5,1300,2023-09-18T15:17:00,delivered
875c03f1-c389-4df8-bbb3-6939998eb81f,Kenneth King,ricardo20@example.net,001-925-896-8826x191,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4409,c735fd3a-ba5d-426b-91cd-d784377d53cd,Valentine's Day,"",0,2023-09-18T17:29:00,delivered
c04812c6-4748-4b70-be37-5c9c7d7fc76b,Ashley Henry,martinjessica@example.org,+1-260-590-8096x31090,38ceb375-da87-49af-8ffb-aa6cbc1187fc,1,8239,9b0b40ab-b691-4159-929a-6c9817f62c05,"","",0,2023-09-18T18:40:00,delivered
300bb344-da28-4c6d-a5cf-870f47de85b3,Angela Smith,kimberly53@example.org,510.458.4605x117,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7295,1ebd3585-bdfb-4cb9-8aa7-6dedbfd4eb97,"","",0,2023-09-18T20:51:00,delivered
7ce55a9d-64c6-4861-b146-437846054779,Janet Whitney,derek29@example.com,593-369-8478x56398,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5131,c12350c9-e52c-4db6-b020-34a61b86d1fb,"",NEWCUSTOMER,450,2023-09-19T12:35:00,preparing
65d35913-b882-4925-8494-9ca9382115b1,Karen Brooks PhD,sharon38@example.org,(255)849-4597x306,97e6731d-2b41-4482-9210-66789990fe75,1,3220,092fe55d-ccc4-4df7-96e3-d36e4d1179ca,"","",0,2023-09-19T16:46:00,delivered
6632d6be-6e3e-4992-a22c-67e86a7e965d,Jessica Gibson,kenneth65@example.org,001-264-349-3040x39385,97e6731d-2b41-4482-9210-66789990fe75,2,6274,20310db5-ed4c-4449-9b5f-9f116e29863c,Mother's Day,"",0,2023-09-19T18:16:00,delivered
0e75ae2f-95a7-4886-a359-d1ac4ee81ed2,Ashley Davis,hendersonmark@example.org,(482)824-1523x5773,97e6731d-2b41-4482-9210-66789990fe75,2,5945,18f620ca-b5e9-4a7e-a780-6be19c2e5e8f,Anniversary,THANKS10,500,2023-09-20T08:12:00,delivered
aedcef13-fb8e-49ea-8c22-6f4558ca9089,Justin Page,fparks@example.org,+1-658-701-3012,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5024,c73f47a4-4745-46f2-9ac0-912f079d240d,"","",0,2023-09-20T08:19:00,confirmed
9d42d29e-1029-41af-8d33-955d1f755964,Corey Mcdaniel,vhudson@example.net,001-417-873-3780x3372,38ceb375-da87-49af-8ffb-aa6cbc1187fc,2,16052,b4711931-10ca-4acb-a462-cc155188eb20,"","",0,2023-09-20T10:41:00,confirmed
65cb9a29-dcf7-4e2c-adab-f7931065e9ea,David Grant,karenperez@example.com,(636)883-4528x70414,97e6731d-2b41-4482-9210-66789990fe75,1,3488,dd48bc4a-0e2c-46be-afc9-10a12fccc4ce,Sympathy,"",0,2023-09-20T11:11:00,preparing
e5db477b-0e12-47b6-aee8-d333717a5e44,Alicia Cowan,kellyreilly@example.org,752.321.3961,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7081,51cf71e6-1ba8-4102-af38-8d0ec0aeaecc,Just Because,"",0,2023-09-20T17:01:00,confirmed
090c5f3e-e5bc-4007-aee8-1fcf161fe769,Karen Elliott,melinda16@example.org,(661)316-0641,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4747,072bb851-cf64-4d2d-a683-02e0f9264b68,"","",0,2023-09-20T19:47:00,delivered
721358c4-814c-49c3-a5f1-03aa8ad602b8,Cynthia Watts,kimberlygutierrez@example.net,+1-685-609-7177x3414,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4922,1d268a66-cbf4-4655-9902-2eb77cebb9d7,Congratulations,"",0,2023-09-20T20:14:00,confirmed
72bccaff-e391-469e-b1b0-0a58e2c55fe2,Elizabeth English,kschultz@example.com,+1-242-747-5392x4779,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7314,8eeef905-5dee-43e5-bea5-942e91a66a05,"","",0,2023-09-20T20:33:00,delivered
e8a4d72f-f17e-4cdf-a718-8bd41523607b,Jeffrey Williams,michelle43@example.org,361.605.0134x64623,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5140,914091e9-0a3c-4d13-9d3f-3eacf7e48f42,"",NEWCUSTOMER,450,2023-09-21T09:44:00,delivered
35240ca8-2d11-4ee0-8a53-40fe523c6754,Nicholas Miller,patrick95@example.com,487.409.9005,38ceb375-da87-49af-8ffb-aa6cbc1187fc,1,8717,f5689178-e235-48e3-86a5-02324270cfbb,Get Well,"",0,2023-09-21T18:46:00,confirmed
110dfc90-62d5-455a-b591-b6014120e268,Susan Oconnor,vwhitehead@example.net,510-496-0048x25436,38ceb375-da87-49af-8ffb-aa6cbc1187fc,1,8585,97dc8865-d1ea-4abb-bcba-8a24ec595efa,"","",0,2023-09-22T09:29:00,delivered
17d5895d-9404-4be1-8ab2-87bfa8ce129a,Carl Travis,ortizkim@example.com,924.735.7951,97e6731d-2b41-4482-9210-66789990fe75,1,3547,138fbdf1-3a5c-4251-b624-1660ff6e6cb9,Mother's Day,"",0,2023-09-22T12:36:00,delivered
4309e582-d3c6-4e59-a02c-58f9b079304c,Antonio Wagner,nstevens@example.com,(529)772-2999x454,97e6731d-2b41-4482-9210-66789990fe75,1,3132,a851e8e2-a766-459b-8d77-ec60bf4356b8,Valentine's Day,"",0,2023-09-22T14:28:00,delivered
19bc7a9b-ee70-4938-856b-4d5732827c3c,Gerald Hunter,murrayjoseph@example.org,521-951-7085x9546,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4375,b806ccca-9858-4d31-b9de-82d24242ccc7,Valentine's Day,LOVE15,350,2023-09-23T10:02:00,delivered
bb9f9194-d31e-465a-a8ac-6ba712716e44,Patricia Smith,wrightsteven@example.net,3409300466,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,4980,f75f0e96-d923-4659-b2c3-16b7574132be,Thank You,GRAD25,450,2023-09-23T16:28:00,confirmed
da40d6e1-3dac-49bb-9a23-1348a96fd420,Kim Martin,kramerkenneth@example.com,518.349.9227,38ceb375-da87-49af-8ffb-aa6cbc1187fc,1,8526,5e007e58-bf17-4e49-8677-eccf0d9d7dcc,Sympathy,"",0,2023-09-23T19:54:00,confirmed
d3d8a98a-d53d-4bc1-a9f8-8c3502595b59,Christine Davis,porteremily@example.com,+1-351-996-4304x6724,40446816-e765-41e8-a72d-fc54a9e5ffc5,2,10251,b7c6edfe-1803-409e-931a-97a27c563c5b,"","",0,2023-09-25T09:47:00,delivered
e24909a4-dbcf-4de0-a14c-fd54ce3f4f2e,Michael Hancock,toddmelissa@example.org,(221)419-0810x45494,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7623,c6801c77-dca9-4991-a67f-76c86070af87,"","",0,2023-09-25T16:19:00,confirmed
43c2f09a-77af-4dc9-b68f-8f6b76ddd85e,Linda Calhoun,hbryant@example.net,7179468632,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7569,ae0481b4-093d-4b77-b192-cf93304d41dd,"","",0,2023-09-25T19:14:00,preparing
b3f16766-f7a5-42c0-b6b9-076fef948d47,John Smith,danny07@example.net,795-770-7168,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4282,c2169888-0451-44ae-bba8-4eaae9661276,"","",0,2023-09-26T10:28:00,delivered
10c1a020-a664-4145-9bc2-89edae9c1169,Dr. Sara Perez MD,coxpatrick@example.com,(924)986-3242x81915,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4072,4929e935-0822-4241-83db-bb3d928b2d30,Graduation,"",0,2023-09-26T12:17:00,delivered
6e055381-3e76-40dc-a8cb-6e524dfe4be4,Jesse Miller,gandrews@example.com,305.959.1768,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4521,7a36c0dd-dc1a-4517-8420-2d82dff0cc86,Anniversary,"",0,2023-09-26T14:44:00,delivered
0fa4bc78-54dc-46fd-91ae-e4a405e151e3,Austin Houston,mevans@example.com,529-610-3942x0138,054cd425-f040-48a5-80e7-fb14f0f7b2b7,1,4979,8930e303-843f-4333-841b-9756fded9606,"","",0,2023-09-26T17:13:00,delivered
e7467e09-7d49-4306-a5a2-5d9d80f64c77,Richard Elliott,cgarner@example.com,3694863489,17d6fec4-ff45-4679-a504-b2db016a9c41,2,13079,e14fb0c3-81e4-495a-a533-9ed21fd7b625,Mother's Day,SPRING20,1300,2023-09-27T08:56:00,confirmed
56abd368-44f3-41bf-a32b-f44d25616cb0,Christopher Christensen,timothysutton@example.net,001-895-764-4127x5165,38ceb375-da87-49af-8ffb-aa6cbc1187fc,3,23455,7cb6e13a-b59e-4ec7-9eb1-67e104f1984a,"","",0,2023-09-27T10:04:00,delivered
21759d85-333f-4711-9b7c-4e08ff9dc23a,Todd Chambers,michael43@example.com,+1-943-821-1423,17d6fec4-ff45-4679-a504-b2db016a9c41,1,7045,8b6ed3da-44a5-40e1-a973-63d7406d4a09,"",FIRSTORDER,650,2023-09-27T11:36:00,preparing
a94ceea4-410d-447d-9ab0-f43d56eab829,Danielle Vega,evargas@example.org,273-683-5073,38ceb375-da87-49af-8ffb-aa6cbc1187fc,2,16462,959c7391-c88d-4653-a765-0f1bea0f6fcf,Just Because,"",0,2023-09-28T09:49:00,confirmed
622d12ea-a42e-4dd1-a15f-634e9cc64227,Pamela Cox,mbryant@example.com,(815)423-7961x21135,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,4646,28c5da75-36d2-4032-a7c9-dc1da0fb4ca8,"",BIRTHDAY5,450,2023-09-28T11:23:00,delivered
e402c652-d4cf-4dbc-9ee5-b3a04d6bca5b,John Holden,danielleross@example.com,530.472.5864x5316,40446816-e765-41e8-a72d-fc54a9e5ffc5,1,5536,afab9d6e-72e2-4e08-9bcf-6e26ddff8f71,"",LOVE15,450,2023-09-28T13:06:00,delivered
a6a72690-2d4d-499e-abd2-5a83eee8ba95,Holly Copeland,gcruz@example.net,998.480.1959,97e6731d-2b41-4482-9210-66789990fe75,1,3358,d7d2c3be-6613-4f89-be6b-c239b428c0f2,"","",0,2023-09-28T13:07:00,delivered
